tx_hash,log_index,block_number,timestamp,timestamp_iso,chain_id,contract_address,token,token_label,amount_raw,n_feasible,anonymity_score,entropy_bits,entropy_norm,subset_sum_explanations,max_weight,weight_top1,weight_top2,weight_top3,is_selected_example,amount_sigma_used,amount_sigma_fraction,time_decay_hours_used,entropy_weight_used,multiplicity_weight_used
85d04eb0504db4cd24e9a7bb0af3f4d5ef9213f15419be752f1345e530a4c779,6,25092256,1674649944,2023-01-25T12:32:24+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),2942625000000000000000,1,0.0,-0.0,0.0,0,1.0,1.0,0.0,0.0,False,1.4713125000000001e+20,0.05,96.0,0.7,0.3
960dd365cc58e71d74bcdd6e738a50ca32db0758831052713a2461bdafb65333,8,25093829,1674654678,2023-01-25T13:51:18+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),19999875000000000000,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,9.9999375e+17,0.05,96.0,0.7,0.3
8b65dfd03ba42359c77d7975992482ab01166dbd3317624633b35676c9a08336,86,25097545,1674666044,2023-01-25T17:00:44+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),69825000000000000000,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,3.49125e+18,0.05,96.0,0.7,0.3
fae338846dcadf1ba835f4e0790b525362b3d7a97d99fb3751064e906a7e1d86,27,25110555,1674705854,2023-01-26T04:04:14+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),252698885175712500,8,2.8164674733727163e-18,1.207057488588307e-17,4.0235249619610235e-18,0,1.0,1.0,1.9418813320333833e-19,1e-30,False,1.2634944258785626e+16,0.05,96.0,0.7,0.3
19515562c87edf3ef5d7b41d0219bee515569a6ab5292ed03299d3cbd6285c47,17,25110580,1674705929,2023-01-26T04:05:29+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),2493750000000000000,3,8.802793752015417e-29,1.9931568569324176e-28,1.257541964573631e-28,0,1.0,1.0,1e-30,1e-30,False,1.246875e+17,0.05,96.0,0.7,0.3
2ccd62c03cce76944dc70f564b8e1ec3db1355e9f8a213f5111002c10bb0d6c1,74,25120897,1674737135,2023-01-26T12:45:35+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),487979848730843077,9,1.3797016726864116e-15,6.2479297525434775e-15,1.9710023895520168e-15,0,0.9999999999999998,0.9999999999999998,1.1186427172589945e-16,1e-30,False,2.4398992436542156e+16,0.05,96.0,0.7,0.3
13a215cc3c963017c8e58a94d93599fd4c41d6f6342182e5091d76703a36ebcd,80,25123050,1674743701,2023-01-26T14:35:01+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),2226579819450000,12,2.1405116225472832e-28,1.0962362713128297e-27,3.057873746496119e-28,0,1.0,1.0,1e-30,1e-30,False,111328990972500.0,0.05,96.0,0.7,0.3
13a215cc3c963017c8e58a94d93599fd4c41d6f6342182e5091d76703a36ebcd,83,25123050,1674743701,2023-01-26T14:35:01+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),1990012500000000000,6,1.3493520693853924e-28,4.982892142331044e-28,1.9276458134077034e-28,0,1.0,1.0,1e-30,1e-30,False,9.9500625e+16,0.05,96.0,0.7,0.3
60cfce2ae806ec0c4b7b8fd03401a9e695e311284d8a05f2bf331896d1822e6b,3,25123283,1674744410,2023-01-26T14:46:50+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),9975000000000000,14,0.0790243502611751,0.001248212756127282,0.00032784250002432447,1,0.9999167578541762,0.9999167578541762,8.324214582376065e-05,1e-30,False,498750000000000.0,0.05,96.0,0.7,0.3
46e2ddc6aa88d86729873c73edc1fe42008685b47f07b1a3be7e372f59be89ca,19,25123314,1674744503,2023-01-26T14:48:23+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),64529539737731250,14,0.00068963514492931,0.0037509796621007395,0.0009851930641847286,0,0.9997377913371196,0.9997377913371196,0.00016550858258720924,9.623938387359225e-05,False,3226476986886562.5,0.05,96.0,0.7,0.3
486636bfe0517ea417490ec723d29ea9737702b5a911f93f92f47dec5a02d479,12,25125845,1674752284,2023-01-26T16:58:04+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),18289064146500000,14,3.97317480692388e-08,2.1610409510481296e-07,5.6759640098912575e-08,0,0.9999999923941668,0.9999999923941668,7.605833226533693e-09,1e-30,False,914453207325000.0,0.05,96.0,0.7,0.3
210336d423ed4196eb668f44f85148ab24e284780db1937fd0afd1cfb22f9c6b,4,25126821,1674755214,2023-01-26T17:46:54+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),104191497532237500,15,0.13873542774082337,0.7743201970262115,0.19819346820117625,0,0.7787114449495223,0.7787114449495223,0.21996568960678495,0.0013060793330057084,False,5209574876611875.0,0.05,96.0,0.7,0.3
47c3e1f4ded61e93a04dee6de5fea0711b02f4b4a26d903796b10be168879bab,3,25129807,1674764212,2023-01-26T20:16:52+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),611746893869737500,16,0.0022675342664313564,0.012957338665322038,0.0032393346663305094,0,0.9988427832587188,0.9988427832587188,0.0011572167412810747,1.2078197699639886e-18,False,3.0587344693486876e+16,0.05,96.0,0.7,0.3
95ab6a909fd7b36ec49c4638c7592b37f1f9af6443a33d8ccefdf6a2c873dbe4,273,25136561,1674784855,2023-01-27T02:00:55+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),4776030000000000,16,2.653640367976318e-28,1.516365924557896e-27,3.79091481139474e-28,0,1.0,1.0,1.2192193448370712e-30,1e-30,False,238801500000000.0,0.05,96.0,0.7,0.3
752678638b582a147cbbc0c634d7cd8229cd2f815cd99110abb8f0eaaaebc8d3,736,25136603,1674784988,2023-01-27T02:03:08+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0x7dDEE176F665cD201F93eEDE625770E2fD911990,0x7dDEE176F665cD201F93eEDE625770E2fD911990,4379022506250000000000,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,0.0,0.02,72.0,0.7,0.3
a2a4b074fcc22fccb4ef64ac728a8fff5f7852c56aca972469f92d0c16f06014,3,25166767,1674876400,2023-01-28T03:26:40+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),214462500000000000000,8,1.6476093618833658e-24,7.06118297950014e-24,2.35372765983338e-24,0,1.0,1.0,8.477466653656544e-26,1e-30,False,1.0723125e+19,0.05,96.0,0.7,0.3
a801885c7df94a4a27e7ad314dc075b242a6596cb543923152755b7d763bc52c,24,25174780,1674900846,2023-01-28T10:14:06+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),14838127809750000,18,3.698228083691114e-06,2.2030476781742383e-05,5.283182976701592e-06,0,0.999999027295893,0.999999027295893,5.588545700832052e-07,3.551566069864492e-07,False,741906390487500.0,0.05,96.0,0.7,0.3
9035255bec9d5eb5aded3e82857e0db1b0915a690fe31d8e40f297d9ede8eb33,30,25175347,1674902547,2023-01-28T10:42:27+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0x55d398326f99059fF775485246999027B3197955,USDT (0x55d398326f99059fF775485246999027B3197955),1640887500000000000000,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,8.2044375e+19,0.05,96.0,0.7,0.3
ee09910a9b3a27ac7647c4fbd2587b0aa1167fb89dbc599a9b33deab7da19722,10,25175580,1674903246,2023-01-28T10:54:06+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),9975000000000000,22,0.2580029572488335,0.9643682786300404,0.21625363075412057,2,0.6114109987140759,0.6114109987140759,0.38855664318027844,3.234698138454509e-05,False,498750000000000.0,0.05,96.0,0.7,0.3
b064ff5510249d48935890c4b0e1d9b13ce39523c9e7c39dd4002d6c436040db,19,25175730,1674903696,2023-01-28T11:01:36+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0x55d398326f99059fF775485246999027B3197955,USDT (0x55d398326f99059fF775485246999027B3197955),341173330525941994494,3,8.802793752015417e-29,1.9931568569324176e-28,1.257541964573631e-28,0,1.0,1.0,1e-30,1e-30,False,1.70586665262971e+19,0.05,96.0,0.7,0.3
5f779b034dcf3e4cc08f7af3bfb75a9e6cbc30633a43c7d97ca2202d525d0af4,22,25201381,1674981671,2023-01-29T08:41:11+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),4285260000000000000000,10,9.514474261630878e-11,4.515199908256329e-10,1.3592106088044112e-10,0,0.9999999999880311,0.9999999999880311,1.196883992099973e-11,1e-30,False,2.1426300000000003e+20,0.05,96.0,0.7,0.3
f1fcd66aebe413f11a6cae0d42b052222dd22f236f6e22f6daeb5554ea463318,16,25203294,1674987457,2023-01-29T10:17:37+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3,DAI (0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3),2992500000000000000000,2,0.6993409787615628,0.9990585410879468,0.9990585410879468,0,0.5180613901613849,0.5180613901613849,0.4819386098386152,0.0,False,1.49625e+20,0.05,96.0,0.7,0.3
b340481fb5f37876ae956381334198792cac2f2049699e7b04a63bc42068015f,20,25209628,1675006882,2023-01-29T15:41:22+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC (0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d),9975000000000000000,4,0.15000079647637138,2.275646775392462e-06,1.137823387696231e-06,1,0.9999999083195512,0.9999999083195512,9.168044878178597e-08,1e-30,False,4.9875e+17,0.05,96.0,0.7,0.3
3ce0cf536b301abfe1bc2f52d500363423f910b2335f3b9dd3c0a55c3591243a,23,25209676,1675007026,2023-01-29T15:43:46+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC (0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d),997500000000000000000,4,1.0464073498895192e-28,2.9897352853986264e-28,1.4948676426993132e-28,0,1.0,1.0,1e-30,1e-30,False,4.9875e+19,0.05,96.0,0.7,0.3
0f9aee6ff6618acaeea33d748fdb638af1483da949ef5f5513caf3e7d7243bbe,10,25213580,1675019116,2023-01-29T19:05:16+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),9975000000000000000,11,2.0165303923571679e-28,9.965784284662088e-28,2.880757703367383e-28,0,1.0,1.0,1e-30,1e-30,False,4.9875e+17,0.05,96.0,0.7,0.3
e39c7da2792544a79a3ea804b46ead81f3e440cec12202b9fac5f6bf906d45af,13,25223404,1675049083,2023-01-30T03:24:43+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),7937347671871965,22,0.15129932697702533,0.9638700037141283,0.21614189568146477,0,0.6114307834559619,0.6114307834559619,0.38856921654403803,1.0058175699362638e-19,False,396867383593598.25,0.05,96.0,0.7,0.3
e39c7da2792544a79a3ea804b46ead81f3e440cec12202b9fac5f6bf906d45af,16,25223404,1675049083,2023-01-30T03:24:43+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),605340907368750,22,0.11664986830501987,0.7431315871846891,0.16664266900717126,0,0.789135692478522,0.789135692478522,0.21086430752147806,1e-30,False,30267045368437.5,0.05,96.0,0.7,0.3
f9018f86211b06a138d834d45e74ec86bf8b8d9c4242a31b3b1b625e1b66ee84,11,25223952,1675050730,2023-01-30T03:52:10+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),135484722651600000,23,0.18209108972118013,1.1767147514281353,0.2601301281731145,0,0.599295630603362,0.599295630603362,0.3549404844031127,0.0457638798292444,False,6774236132580000.0,0.05,96.0,0.7,0.3
314fa504a9287bd65aca4fea8f95e577573a8bf8362863ba404c94c12d71184d,6,25225092,1675054172,2023-01-30T04:49:32+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),728175000000000000,24,0.0027569427411064914,0.018057827263726654,0.003938489630152131,0,0.9983037633214347,0.9983037633214347,0.001696138216971137,9.846159420313784e-08,False,3.640875e+16,0.05,96.0,0.7,0.3
eb531f594a02006b2de25988e2f4865e8325ed4bf6d7570377a8f528b9d9b7ac,14,25227136,1675060453,2023-01-30T06:34:13+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),1066327500000000000000,11,0.3108859229575118,1.5364122738120787,0.4441227470821597,0,0.4456209110038986,0.4456209110038986,0.31964321628378967,0.23473587270523377,False,5.3316375e+19,0.05,96.0,0.7,0.3
878e02154943fa8a4147e1aa6dfcd559cc648ced337d7c45aab14b2b58c07cc1,17,25227290,1675060916,2023-01-30T06:41:56+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),594510000000000000000,11,2.0165303923571679e-28,9.965784284662088e-28,2.880757703367383e-28,0,1.0,1.0,1e-30,1e-30,False,2.9725500000000004e+19,0.05,96.0,0.7,0.3
43d7f20514d3a7d7ce578ddfe9d17bf7824ad9cc3579d0971e735f496e342b9f,21,25227331,1675061039,2023-01-30T06:43:59+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),389025000000000000000,11,2.0165303923571679e-28,9.965784284662088e-28,2.880757703367383e-28,0,1.0,1.0,1e-30,1e-30,False,1.945125e+19,0.05,96.0,0.7,0.3
0288631de78dbc8a55a6ef1f1e60867158b79ed1b8239796fd2adac745950174,740,25232540,1675077076,2023-01-30T11:11:16+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0x7dDEE176F665cD201F93eEDE625770E2fD911990,0x7dDEE176F665cD201F93eEDE625770E2fD911990,1987254342675000000000,1,0.0,-0.0,0.0,0,1.0,1.0,0.0,0.0,False,9.936271713375001e+19,0.05,96.0,0.7,0.3
1907a0c892e4ac2753121c8fbb619995b9c5dff73fb86bf4b257502c3b60bf04,35,25233895,1675081322,2023-01-30T12:22:02+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),20139525000000000000000,11,4.921967281253423e-24,2.4324584626666215e-23,7.031381830362034e-24,0,1.0,1.0,2.985588394384099e-25,1.4411062399354192e-30,False,1.0069762500000002e+21,0.05,96.0,0.7,0.3
5d11b33852c21618125a0893e2adac937ed57eb5bf9283206891d703a3d0daf6,27,25234240,1675082389,2023-01-30T12:39:49+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),2194500000000000000,24,6.468384879071195e-17,4.236757444396168e-16,9.240549827244564e-17,0,1.0,1.0,7.446206448572922e-18,1e-30,False,1.09725e+17,0.05,96.0,0.7,0.3
faf571646d6e152656f88a9a06f4cc2704570e4566307d5d6234ef1bc216f663,81,25253105,1675140106,2023-01-31T04:41:46+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC (0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d),9925632419845389417,5,0.1742563241313529,0.5780152210176955,0.2489376059019327,0,0.862363740008593,0.862363740008593,0.13763624078034564,1.9211061493520298e-08,False,4.962816209922696e+17,0.05,96.0,0.7,0.3
a77db319195220de2c4f035851e884488fccbb427069a592d10a2b8bc275cfa7,16,25253170,1675140301,2023-01-31T04:45:01+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),31633833883665204,25,4.469211609379186e-12,2.96491085651837e-11,6.3845880133988376e-12,0,0.9999999999992908,0.9999999999992908,7.09287923095475e-13,3.746012823391493e-30,False,1581691694183260.2,0.05,96.0,0.7,0.3
dae1066583dc5476b03e59623fd452d7c51fc0f9faaea6fb4fdf17a6d67bd666,12,25253641,1675141714,2023-01-31T05:08:34+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD (0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56),9412410000000000000000,12,4.985633589099659e-10,2.553329922751158e-09,7.122333698713799e-10,0,0.999999999927301,0.999999999927301,7.269890039053858e-11,2.171010931566722e-17,False,4.7062050000000005e+20,0.05,96.0,0.7,0.3
8c951856761491725fe8c5c4f7870f87ffca5f26ab37531ea947a15e39b78a7c,23,25259333,1675159227,2023-01-31T10:00:27+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),9975000000000000,28,0.23933047687303238,0.9643682796823129,0.20060267971010387,2,0.6114109986959271,0.6114109986959271,0.38855664316874483,3.234698138358492e-05,False,498750000000000.0,0.05,96.0,0.7,0.3
90864df57de338a8ce7f5f2dda23c236c2d699b8e73991d5eda97914d62e6a22,4,25259426,1675159506,2023-01-31T10:05:06+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),4195887829153125,28,5.53941958990495e-28,3.804279432981696e-27,7.913456557007071e-28,0,1.0,1.0,1.2637481177419352e-29,1e-30,False,209794391457656.25,0.05,96.0,0.7,0.3
7be16cea744bf8ef4ae558518948f6d6d704c83d271e4f4734807ee2baeb21f8,240,25272977,1675200970,2023-01-31T21:36:10+00:00,56,0x590162bf4b50f6576a459b75309ee21d92178a10,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB (0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c),39900000000000000,30,0.16569587485462944,0.304359328650439,0.06202692371475107,3,0.9589300224798974,0.9589300224798974,0.019330841511698175,0.01712374837418221,False,1995000000000000.0,0.05,96.0,0.7,0.3
